Date,Name and Loc,Rating,Title,Review
Date of experience: December 2014,"Kiran BBengaluru, India","<span class=""ui_bubble_rating bubble_40""></span>","This beach is unique in itself with black rocky formations all along the beach and extending into the sea.

For some reason, the sand is softer than other beaches and it feels good to walk on bare foot here.
Complementing to this, the swaying palms...More","Rocky, soft sand beach with swaying plams"
Date of experience: November 2015,"PARAG KNavi Mumbai, India","<span class=""ui_bubble_rating bubble_40""></span>",Spend some moments here after sunset with your loved one. You will definitely cherish those moments. Very peaceful & romantic atmosphere in the evening.,Must visit at night!
Date of experience: November 2015,"wpconsulateChandigarh, India","<span class=""ui_bubble_rating bubble_40""></span>",I love this place this is nice place to visit. You'll find most foreigners there and Curlies is the happening location there for nightlife,Must watch if you visiting Goa
Date of experience: November 2015,"Travel_Vibes_IndiaNew Delhi, India","<span class=""ui_bubble_rating bubble_30""></span>","- People go for short quick visit
- Very less crowded (generally only domestic crowd)
- Market near the beach is not so good (very less options)
- Good for photography
- There are rocks on the beach (slippery rocks)
- You can find fish...More",A rocky beach. Not for swimming
Date of experience: October 2015,"Saurabhjain9211Brussels, Belgium","<span class=""ui_bubble_rating bubble_40""></span>","Beach is located on north goa sea belt and among the best beache in north goa.
Try not to go by car since roads up to beach are too norrow.
Good facilities at beach including food, sunbeds, safety etc.
Good to visit during noon when...More",Relaxing Day at Anjuna
Date of experience: January 2015,"pradeep_pillai83Mumbai, India","<span class=""ui_bubble_rating bubble_50""></span>",a Must place to visit and specially the flea market in Anjuna known for the stuffs available over there and the Hippy's Shack in anjuna plays the best DJ in GOA.,Most popular Beach in North Goa
Date of experience: November 2015,"DhruvObiOberoiMumbai, India","<span class=""ui_bubble_rating bubble_50""></span>","Perfect place to go to if you want to get away from the noise and craziness of the touristy beaches of Goa...Also it had some cool places to chill in the night like Curlies, UV Bar, Shiva Valley, Lilliput etc!",Bright Sun...Lovely Sand...Relatively Uncrowded!
Date of experience: November 2015,"santosh0478Mumbai, India","<span class=""ui_bubble_rating bubble_50""></span>",nice and clean beach not much crowded in morning time nice place to swim and relax and enjoy good goa on this beach visit first not last we made mistake here and we paid for the same.....,best place in goa
Date of experience: October 2015,"AnshikhaJaipur, India","<span class=""ui_bubble_rating bubble_50""></span>","The people were nice. Had all my sports here. It is a lifetime memory...it was all laughter, fun and scared to death experience. The view was fabulous. The beach wasn't too crowded as well. It has a small market nearby. We were there till sunset....More",My water sports memories
Date of experience: November 2015,CochinNomadCochin,"<span class=""ui_bubble_rating bubble_40""></span>",This is one of the rocky beaches instead of routine sandy beaches in Goa. Care should be taken while walking on the rocks as they are extremely slippery,Rocky Beach
Date of experience: November 2015,Mpsbal,"<span class=""ui_bubble_rating bubble_30""></span>",Not the best of Goa beaches..Small & rocky.. Good to click some pics.. Not very safe to enter water and swim due to the rocks.. Great for night beach parties,Rocky Beach
Date of experience: November 2015,"NHenry2014Sydney, Australia","<span class=""ui_bubble_rating bubble_50""></span>","Anjune has changed its image overtime and is now a bustling seaside beach with all the good things that goan beach offers - Shacks, Shops, watersports, swimming places and usual places to eat,drink and party.",Not Hippy anymore
Date of experience: November 2015,"sanjaykumarpvChennai, India","<span class=""ui_bubble_rating bubble_30""></span>",Would recommend other beaches in Goa over this one. Not that crowded when compared to other beaches. Would rate Baga and Vagator over this beach.,Not the best
Date of experience: October 2015,"Amarnath RCoorg, India","<span class=""ui_bubble_rating bubble_40""></span>",This beach is always crowded with activity.. best place to sit ..eat..drink..chat and relax...Less activities of water sports or any.. but restaurants near the beach are too good...,Good Beach in Goa.. Visited mostly by ppl outside India
Date of experience: November 2015,"Shashank_SunnyPune, India","<span class=""ui_bubble_rating bubble_50""></span>","The beach is most amazing in north goa, if u want nice clean beach, decent number of people, not overcrowded at all.

We discovered some very nice shacks and went there in the evening for dinner. Amazing experience",Best beach in Goa
Date of experience: November 2015,"MadbanMumbai, India","<span class=""ui_bubble_rating bubble_30""></span>",Anjuna remains one of the most famous beaches of Goa but due to its popularity it's also one of the most crowded. The famed flea market is a shadow of its past and the quality that you get is not something to be proud of....More,Average considering the hype around it
Date of experience: October 2015,"ThroughEyesOfMyCamNew Delhi, India","<span class=""ui_bubble_rating bubble_40""></span>","Anjuna beach was one of the most happening beaches with maddening crowd around!!!! It is famous for its sports activities on beach!! The waves are very wild and thus are best for sports activities!!! My personal opinion about banana ride was the best, as the...More",Happening beach with all sports activity
Date of experience: November 2015,"himanshu002New Delhi, India","<span class=""ui_bubble_rating bubble_40""></span>","It was a nice experience. We took took a long tour we went to Mumbai and then we went to panjim, Goa via train. Here we  took a bus tour of Goa, which was a different experience coz I mostly book cab for tour. This...More",Awesome experience 
Date of experience: November 2015,"Ashwani KNew Delhi, India","<span class=""ui_bubble_rating bubble_40""></span>",Anjuna beach has reminded me the Aksa beach at Mumbai where one side of the beach is Rocky and other side of smooth sand. It is the best place for leisure. Crowd was good and spend lovely time with the family.,rocky beach
Date of experience: January 2015,pankhuriMumbaiMumbai,"<span class=""ui_bubble_rating bubble_40""></span>",Nice Clean moderately busy beach. Water sports like parasailing etc also available. Nearby eating joints were also good.,Nice Clean moderately busy beach
Date of experience: October 2015,"Jags422015Pune, India","<span class=""ui_bubble_rating bubble_50""></span>",Anjuna will be around 10 kms from Candolim and a bit difficult to find as it is in a corner of the city. If you will follow the sign board it will be easy to find and thnaks to Goa tourism that having sign board...More,The Most beautiful place to be in Goa
Date of experience: November 2015,"SoPoRiSVadodara, India","<span class=""ui_bubble_rating bubble_40""></span>",Cool and Calm place..Less crowd and cleanliness are two best aspects of this beach..Its away from main road but believe me you are gonna love this..,Must visit
Date of experience: November 2015,Sai C,"<span class=""ui_bubble_rating bubble_30""></span>",I think its only beat beach maintained perfectly for d parties and to enjoy with ur bf😂😂 and doping is d main attraction here and if ur with family strictly dont go to this place,Enjoyble
Date of experience: November 2015,"s_ramsamMumbai, India","<span class=""ui_bubble_rating bubble_30""></span>","Average beach by Goa standards there is a busy flea market on the way to beach, selling all sorts of things. Vagator is the better beach in the vicinity.",Average beach with a busy flea market
